ID,Date,Overflow,lastEmptied,wasAccessible,Compartment,fillPercentage
24,2025-02-11 12:52:40,0,2025-01-30 12:52:40,1,2,9
25,2025-02-11 12:52:40,0,2025-01-31 12:52:40,0,1,43
25,2025-02-11 12:52:40,0,2025-01-31 12:52:40,0,2,52
26,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,1,3
26,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,2,78
27,2025-02-11 12:52:40,0,2025-01-30 12:52:40,0,1,26
27,2025-02-11 12:52:40,0,2025-01-30 12:52:40,0,2,87
28,2025-02-11 12:52:40,0,2025-02-08 12:52:40,1,1,17
28,2025-02-11 12:52:40,0,2025-02-08 12:52:40,1,2,88
29,2025-02-11 12:52:40,0,2025-02-10 12:52:40,1,1,16
29,2025-02-11 12:52:40,0,2025-02-10 12:52:40,1,2,31
30,2025-02-11 12:52:40,0,2025-02-08 12:52:40,1,1,87
30,2025-02-11 12:52:40,0,2025-02-08 12:52:40,1,2,36
31,2025-02-11 12:52:40,0,2025-01-30 12:52:40,0,1,21
31,2025-02-11 12:52:40,0,2025-01-30 12:52:40,0,2,21
32,2025-02-11 12:52:40,0,2025-02-02 12:52:40,0,1,17
32,2025-02-11 12:52:40,0,2025-02-02 12:52:40,0,2,93
33,2025-02-11 12:52:40,0,2025-02-09 12:52:40,1,1,32
33,2025-02-11 12:52:40,0,2025-02-09 12:52:40,1,2,92
34,2025-02-11 12:52:40,0,2025-01-31 12:52:40,1,1,60
34,2025-02-11 12:52:40,0,2025-01-31 12:52:40,1,2,61
35,2025-02-11 12:52:40,0,2025-01-30 12:52:40,1,1,25
35,2025-02-11 12:52:40,0,2025-01-30 12:52:40,1,2,17
36,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,1,16
36,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,2,17
37,2025-02-11 12:52:40,0,2025-02-10 12:52:40,0,1,93
37,2025-02-11 12:52:40,0,2025-02-10 12:52:40,0,2,1
38,2025-02-11 12:52:40,0,2025-01-30 12:52:40,0,1,76
38,2025-02-11 12:52:40,0,2025-01-30 12:52:40,0,2,90
39,2025-02-11 12:52:40,0,2025-02-03 12:52:40,1,1,31
39,2025-02-11 12:52:40,0,2025-02-03 12:52:40,1,2,79
40,2025-02-11 12:52:40,0,2025-02-02 12:52:40,0,1,36
40,2025-02-11 12:52:40,0,2025-02-02 12:52:40,0,2,94
41,2025-02-11 12:52:40,0,2025-01-31 12:52:40,0,1,90
41,2025-02-11 12:52:40,0,2025-01-31 12:52:40,0,2,10
42,2025-02-11 12:52:40,0,2025-02-08 12:52:40,1,1,77
42,2025-02-11 12:52:40,0,2025-02-08 12:52:40,1,2,52
43,2025-02-11 12:52:40,0,2025-02-03 12:52:40,1,1,6
43,2025-02-11 12:52:40,0,2025-02-03 12:52:40,1,2,29
44,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,1,92
44,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,2,77
45,2025-02-11 12:52:40,0,2025-02-04 12:52:40,0,1,77
45,2025-02-11 12:52:40,0,2025-02-04 12:52:40,0,2,70
46,2025-02-11 12:52:40,0,2025-02-08 12:52:40,0,1,26
46,2025-02-11 12:52:40,0,2025-02-08 12:52:40,0,2,87
47,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,1,93
47,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,2,72
48,2025-02-11 12:52:40,0,2025-02-07 12:52:40,1,1,76
48,2025-02-11 12:52:40,0,2025-02-07 12:52:40,1,2,50
49,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,1,85
49,2025-02-11 12:52:40,0,2025-01-28 12:52:40,0,2,39
50,2025-02-11 12:52:40,0,2025-01-29 12:52:40,1,1,57
50,2025-02-11 12:52:40,0,2025-01-29 12:52:40,1,2,55
