ID,Date,Overflow,lastEmptied,wasAccessible,Compartment,fillPercentage
14,2025-02-18 12:52:40,0,2025-02-13 12:52:40,1,1,42
14,2025-02-18 12:52:40,0,2025-02-13 12:52:40,1,2,24
15,2025-02-18 12:52:40,0,2025-02-15 12:52:40,1,1,21
15,2025-02-18 12:52:40,0,2025-02-15 12:52:40,1,2,23
16,2025-02-18 12:52:40,0,2025-02-11 12:52:40,0,1,9
16,2025-02-18 12:52:40,0,2025-02-11 12:52:40,0,2,81
17,2025-02-18 12:52:40,0,2025-02-08 12:52:40,1,1,48
17,2025-02-18 12:52:40,0,2025-02-08 12:52:40,1,2,64
18,2025-02-18 12:52:40,0,2025-02-10 12:52:40,1,1,82
18,2025-02-18 12:52:40,0,2025-02-10 12:52:40,1,2,76
19,2025-02-18 12:52:40,0,2025-02-05 12:52:40,1,1,1
19,2025-02-18 12:52:40,0,2025-02-05 12:52:40,1,2,6
20,2025-02-18 12:52:40,0,2025-02-17 12:52:40,0,1,43
20,2025-02-18 12:52:40,0,2025-02-17 12:52:40,0,2,68
21,2025-02-18 12:52:40,0,2025-02-12 12:52:40,0,1,1
21,2025-02-18 12:52:40,0,2025-02-12 12:52:40,0,2,90
22,2025-02-18 12:52:40,0,2025-02-05 12:52:40,0,1,9
22,2025-02-18 12:52:40,0,2025-02-05 12:52:40,0,2,8
23,2025-02-18 12:52:40,0,2025-02-11 12:52:40,1,1,3
23,2025-02-18 12:52:40,0,2025-02-11 12:52:40,1,2,0
24,2025-02-18 12:52:40,0,2025-02-17 12:52:40,0,1,39
24,2025-02-18 12:52:40,0,2025-02-17 12:52:40,0,2,62
25,2025-02-18 12:52:40,0,2025-02-09 12:52:40,0,1,70
25,2025-02-18 12:52:40,0,2025-02-09 12:52:40,0,2,34
26,2025-02-18 12:52:40,0,2025-02-14 12:52:40,0,1,91
26,2025-02-18 12:52:40,0,2025-02-14 12:52:40,0,2,10
27,2025-02-18 12:52:40,0,2025-02-15 12:52:40,0,1,5
27,2025-02-18 12:52:40,0,2025-02-15 12:52:40,0,2,42
28,2025-02-18 12:52:40,0,2025-02-12 12:52:40,1,1,18
28,2025-02-18 12:52:40,0,2025-02-12 12:52:40,1,2,70
29,2025-02-18 12:52:40,0,2025-02-04 12:52:40,1,1,92
29,2025-02-18 12:52:40,0,2025-02-04 12:52:40,1,2,89
30,2025-02-18 12:52:40,0,2025-02-15 12:52:40,1,1,7
30,2025-02-18 12:52:40,0,2025-02-15 12:52:40,1,2,44
31,2025-02-18 12:52:40,0,2025-02-11 12:52:40,1,1,2
31,2025-02-18 12:52:40,0,2025-02-11 12:52:40,1,2,87
32,2025-02-18 12:52:40,1,2025-02-07 12:52:40,1,1,98
32,2025-02-18 12:52:40,0,2025-02-07 12:52:40,1,2,52
33,2025-02-18 12:52:40,1,2025-02-12 12:52:40,1,1,98
33,2025-02-18 12:52:40,1,2025-02-12 12:52:40,1,2,96
34,2025-02-18 12:52:40,0,2025-02-05 12:52:40,1,1,23
34,2025-02-18 12:52:40,0,2025-02-05 12:52:40,1,2,6
35,2025-02-18 12:52:40,0,2025-02-14 12:52:40,1,1,27
35,2025-02-18 12:52:40,0,2025-02-14 12:52:40,1,2,46
36,2025-02-18 12:52:40,0,2025-02-10 12:52:40,0,1,80
36,2025-02-18 12:52:40,0,2025-02-10 12:52:40,0,2,51
37,2025-02-18 12:52:40,0,2025-02-09 12:52:40,1,1,79
37,2025-02-18 12:52:40,1,2025-02-09 12:52:40,1,2,99
38,2025-02-18 12:52:40,0,2025-02-16 12:52:40,0,1,31
38,2025-02-18 12:52:40,0,2025-02-16 12:52:40,0,2,92
39,2025-02-18 12:52:40,0,2025-02-06 12:52:40,1,1,64
39,2025-02-18 12:52:40,0,2025-02-06 12:52:40,1,2,15
40,2025-02-18 12:52:40,0,2025-02-04 12:52:40,1,1,15
40,2025-02-18 12:52:40,0,2025-02-04 12:52:40,1,2,4
41,2025-02-18 12:52:40,0,2025-02-10 12:52:40,1,1,40
41,2025-02-18 12:52:40,0,2025-02-10 12:52:40,1,2,69
42,2025-02-18 12:52:40,0,2025-02-05 12:52:40,0,1,52
42,2025-02-18 12:52:40,0,2025-02-05 12:52:40,0,2,2
43,2025-02-18 12:52:40,0,2025-02-16 12:52:40,1,1,40
43,2025-02-18 12:52:40,0,2025-02-16 12:52:40,1,2,8
44,2025-02-18 12:52:40,0,2025-02-05 12:52:40,0,1,32
44,2025-02-18 12:52:40,0,2025-02-05 12:52:40,0,2,3
45,2025-02-18 12:52:40,0,2025-02-10 12:52:40,1,1,58
45,2025-02-18 12:52:40,0,2025-02-10 12:52:40,1,2,10
46,2025-02-18 12:52:40,0,2025-02-16 12:52:40,1,1,25
46,2025-02-18 12:52:40,0,2025-02-16 12:52:40,1,2,86
47,2025-02-18 12:52:40,1,2025-02-15 12:52:40,1,1,100
47,2025-02-18 12:52:40,0,2025-02-15 12:52:40,1,2,78
48,2025-02-18 12:52:40,0,2025-02-05 12:52:40,0,1,39
48,2025-02-18 12:52:40,0,2025-02-05 12:52:40,0,2,58
49,2025-02-18 12:52:40,0,2025-02-06 12:52:40,0,1,89
49,2025-02-18 12:52:40,0,2025-02-06 12:52:40,0,2,60
50,2025-02-18 12:52:40,0,2025-02-08 12:52:40,1,1,69
50,2025-02-18 12:52:40,0,2025-02-08 12:52:40,1,2,19
