ID,Date,Overflow,lastEmptied,wasAccessible,Compartment,fillPercentage
25,2025-01-28 12:52:40,0,2025-01-27 12:52:40,0,2,29
26,2025-01-28 12:52:40,0,2025-01-27 12:52:40,0,1,57
26,2025-01-28 12:52:40,0,2025-01-27 12:52:40,0,2,52
27,2025-01-28 12:52:40,0,2025-01-14 12:52:40,1,1,15
27,2025-01-28 12:52:40,1,2025-01-14 12:52:40,1,2,96
28,2025-01-28 12:52:40,0,2025-01-23 12:52:40,0,1,38
28,2025-01-28 12:52:40,0,2025-01-23 12:52:40,0,2,16
29,2025-01-28 12:52:40,0,2025-01-27 12:52:40,1,1,47
29,2025-01-28 12:52:40,0,2025-01-27 12:52:40,1,2,73
30,2025-01-28 12:52:40,0,2025-01-27 12:52:40,0,1,34
30,2025-01-28 12:52:40,0,2025-01-27 12:52:40,0,2,20
31,2025-01-28 12:52:40,0,2025-01-14 12:52:40,0,1,86
31,2025-01-28 12:52:40,0,2025-01-14 12:52:40,0,2,14
32,2025-01-28 12:52:40,0,2025-01-17 12:52:40,0,1,95
32,2025-01-28 12:52:40,0,2025-01-17 12:52:40,0,2,91
33,2025-01-28 12:52:40,0,2025-01-15 12:52:40,0,1,49
33,2025-01-28 12:52:40,0,2025-01-15 12:52:40,0,2,4
34,2025-01-28 12:52:40,0,2025-01-17 12:52:40,0,1,51
34,2025-01-28 12:52:40,0,2025-01-17 12:52:40,0,2,16
35,2025-01-28 12:52:40,0,2025-01-19 12:52:40,1,1,22
35,2025-01-28 12:52:40,0,2025-01-19 12:52:40,1,2,84
36,2025-01-28 12:52:40,0,2025-01-18 12:52:40,1,1,29
36,2025-01-28 12:52:40,0,2025-01-18 12:52:40,1,2,35
37,2025-01-28 12:52:40,0,2025-01-17 12:52:40,1,1,22
37,2025-01-28 12:52:40,0,2025-01-17 12:52:40,1,2,57
38,2025-01-28 12:52:40,0,2025-01-20 12:52:40,0,1,55
38,2025-01-28 12:52:40,0,2025-01-20 12:52:40,0,2,72
39,2025-01-28 12:52:40,0,2025-01-21 12:52:40,0,1,30
39,2025-01-28 12:52:40,0,2025-01-21 12:52:40,0,2,34
40,2025-01-28 12:52:40,0,2025-01-15 12:52:40,1,1,66
40,2025-01-28 12:52:40,0,2025-01-15 12:52:40,1,2,29
41,2025-01-28 12:52:40,0,2025-01-24 12:52:40,1,1,25
41,2025-01-28 12:52:40,0,2025-01-24 12:52:40,1,2,6
42,2025-01-28 12:52:40,1,2025-01-19 12:52:40,0,1,96
42,2025-01-28 12:52:40,1,2025-01-19 12:52:40,0,2,98
43,2025-01-28 12:52:40,0,2025-01-18 12:52:40,1,1,62
43,2025-01-28 12:52:40,0,2025-01-18 12:52:40,1,2,42
44,2025-01-28 12:52:40,0,2025-01-14 12:52:40,0,1,1
44,2025-01-28 12:52:40,0,2025-01-14 12:52:40,0,2,17
45,2025-01-28 12:52:40,0,2025-01-15 12:52:40,1,1,7
45,2025-01-28 12:52:40,0,2025-01-15 12:52:40,1,2,86
46,2025-01-28 12:52:40,0,2025-01-22 12:52:40,1,1,24
46,2025-01-28 12:52:40,0,2025-01-22 12:52:40,1,2,21
47,2025-01-28 12:52:40,0,2025-01-19 12:52:40,1,1,74
47,2025-01-28 12:52:40,0,2025-01-19 12:52:40,1,2,30
48,2025-01-28 12:52:40,0,2025-01-22 12:52:40,1,1,22
48,2025-01-28 12:52:40,1,2025-01-22 12:52:40,1,2,96
49,2025-01-28 12:52:40,0,2025-01-18 12:52:40,1,1,61
49,2025-01-28 12:52:40,0,2025-01-18 12:52:40,1,2,64
50,2025-01-28 12:52:40,0,2025-01-19 12:52:40,0,1,1
50,2025-01-28 12:52:40,0,2025-01-19 12:52:40,0,2,5
